iou_0,iou_1,iou_2,iou_3,miou,dice_0,dice_1,dice_2,dice_3,mdice
0.767331372966262,0.7096363160576294,0.7180306613177969,0.6979255797598987,0.7232309825253966,0.868350310194952,0.8301605544903605,0.8358764223300174,0.8220920729147521,0.8391198399825205
